Age,Gender,Time
36,"{'Woman': np.float32(12.505846), 'Man': np.float32(87.494156)}",2025-08-01 09:00:51
36,"{'Woman': np.float32(12.597735), 'Man': np.float32(87.40227)}",2025-08-01 09:00:52
36,"{'Woman': np.float32(12.663396), 'Man': np.float32(87.33661)}",2025-08-01 09:00:53
36,"{'Woman': np.float32(12.5892105), 'Man': np.float32(87.41079)}",2025-08-01 09:00:54
36,"{'Woman': np.float32(12.669232), 'Man': np.float32(87.33077)}",2025-08-01 09:00:55
36,"{'Woman': np.float32(12.492011), 'Man': np.float32(87.507996)}",2025-08-01 09:00:56
36,"{'Woman': np.float32(12.670067), 'Man': np.float32(87.32993)}",2025-08-01 09:00:57
36,"{'Woman': np.float32(12.430174), 'Man': np.float32(87.569824)}",2025-08-01 09:00:58
36,"{'Woman': np.float32(12.477526), 'Man': np.float32(87.52247)}",2025-08-01 09:00:59
36,"{'Woman': np.float32(12.593597), 'Man': np.float32(87.40641)}",2025-08-01 09:01:00
35,"{'Woman': np.float32(12.509298), 'Man': np.float32(87.49069)}",2025-08-01 09:01:01
36,"{'Woman': np.float32(12.508482), 'Man': np.float32(87.491516)}",2025-08-01 09:01:02
36,"{'Woman': np.float32(12.557141), 'Man': np.float32(87.44286)}",2025-08-01 09:01:03
36,"{'Woman': np.float32(12.518306), 'Man': np.float32(87.48169)}",2025-08-01 09:01:04
36,"{'Woman': np.float32(12.666234), 'Man': np.float32(87.33376)}",2025-08-01 09:01:06
36,"{'Woman': np.float32(12.589317), 'Man': np.float32(87.41068)}",2025-08-01 09:01:07
35,"{'Woman': np.float32(12.440725), 'Man': np.float32(87.55928)}",2025-08-01 09:01:08
36,"{'Woman': np.float32(12.595703), 'Man': np.float32(87.40429)}",2025-08-01 09:01:09
35,"{'Woman': np.float32(12.476276), 'Man': np.float32(87.52372)}",2025-08-01 09:01:10
36,"{'Woman': np.float32(12.543154), 'Man': np.float32(87.45685)}",2025-08-01 09:01:11
36,"{'Woman': np.float32(12.494835), 'Man': np.float32(87.50517)}",2025-08-01 09:01:12
35,"{'Woman': np.float32(12.506559), 'Man': np.float32(87.49345)}",2025-08-01 09:01:13
35,"{'Woman': np.float32(12.5192375), 'Man': np.float32(87.48076)}",2025-08-01 09:01:14
35,"{'Woman': np.float32(12.505393), 'Man': np.float32(87.4946)}",2025-08-01 09:01:15
35,"{'Woman': np.float32(12.4799385), 'Man': np.float32(87.520065)}",2025-08-01 09:01:16
35,"{'Woman': np.float32(12.470482), 'Man': np.float32(87.529526)}",2025-08-01 09:01:17
36,"{'Woman': np.float32(12.483874), 'Man': np.float32(87.51613)}",2025-08-01 09:01:18
35,"{'Woman': np.float32(12.480677), 'Man': np.float32(87.519325)}",2025-08-01 09:01:19
36,"{'Woman': np.float32(12.555239), 'Man': np.float32(87.444756)}",2025-08-01 09:01:20
35,"{'Woman': np.float32(12.552826), 'Man': np.float32(87.447174)}",2025-08-01 09:01:21
36,"{'Woman': np.float32(12.606901), 'Man': np.float32(87.3931)}",2025-08-01 09:01:22
35,"{'Woman': np.float32(12.438281), 'Man': np.float32(87.56172)}",2025-08-01 09:01:23
36,"{'Woman': np.float32(12.640889), 'Man': np.float32(87.359116)}",2025-08-01 09:01:24
35,"{'Woman': np.float32(12.460658), 'Man': np.float32(87.53934)}",2025-08-01 09:01:25
36,"{'Woman': np.float32(12.60563), 'Man': np.float32(87.39437)}",2025-08-01 09:01:26
36,"{'Woman': np.float32(12.598212), 'Man': np.float32(87.40179)}",2025-08-01 09:01:27
36,"{'Woman': np.float32(12.61514), 'Man': np.float32(87.384865)}",2025-08-01 09:01:29
35,"{'Woman': np.float32(12.529768), 'Man': np.float32(87.47023)}",2025-08-01 09:01:30
36,"{'Woman': np.float32(12.620269), 'Man': np.float32(87.37973)}",2025-08-01 09:01:31
36,"{'Woman': np.float32(12.643264), 'Man': np.float32(87.356735)}",2025-08-01 09:01:32
36,"{'Woman': np.float32(12.626761), 'Man': np.float32(87.37323)}",2025-08-01 09:01:33
36,"{'Woman': np.float32(12.52518), 'Man': np.float32(87.47482)}",2025-08-01 09:01:34
36,"{'Woman': np.float32(12.606253), 'Man': np.float32(87.393745)}",2025-08-01 09:01:35
36,"{'Woman': np.float32(12.475441), 'Man': np.float32(87.52457)}",2025-08-01 09:01:36
36,"{'Woman': np.float32(12.514514), 'Man': np.float32(87.48549)}",2025-08-01 09:01:37
35,"{'Woman': np.float32(12.409062), 'Man': np.float32(87.59094)}",2025-08-01 09:01:38
36,"{'Woman': np.float32(12.575958), 'Man': np.float32(87.42405)}",2025-08-01 09:01:39
36,"{'Woman': np.float32(12.534803), 'Man': np.float32(87.465195)}",2025-08-01 09:01:40
36,"{'Woman': np.float32(12.63677), 'Man': np.float32(87.36323)}",2025-08-01 09:01:41
35,"{'Woman': np.float32(12.505822), 'Man': np.float32(87.49419)}",2025-08-01 09:01:42
35,"{'Woman': np.float32(12.357094), 'Man': np.float32(87.64291)}",2025-08-01 09:01:43
35,"{'Woman': np.float32(12.118781), 'Man': np.float32(87.88122)}",2025-08-01 09:01:44
35,"{'Woman': np.float32(11.93103), 'Man': np.float32(88.06897)}",2025-08-01 09:01:45
35,"{'Woman': np.float32(11.956148), 'Man': np.float32(88.04385)}",2025-08-01 09:01:46
35,"{'Woman': np.float32(11.828078), 'Man': np.float32(88.17192)}",2025-08-01 09:01:47
35,"{'Woman': np.float32(11.925515), 'Man': np.float32(88.074486)}",2025-08-01 09:01:48
35,"{'Woman': np.float32(11.994486), 'Man': np.float32(88.005516)}",2025-08-01 09:01:49
35,"{'Woman': np.float32(11.967052), 'Man': np.float32(88.03295)}",2025-08-01 09:01:50
35,"{'Woman': np.float32(12.068389), 'Man': np.float32(87.93161)}",2025-08-01 09:01:51
34,"{'Woman': np.float32(12.026885), 'Man': np.float32(87.973114)}",2025-08-01 09:01:52
35,"{'Woman': np.float32(11.975037), 'Man': np.float32(88.02496)}",2025-08-01 09:01:54
35,"{'Woman': np.float32(11.691945), 'Man': np.float32(88.30805)}",2025-08-01 09:01:55
35,"{'Woman': np.float32(11.746106), 'Man': np.float32(88.25389)}",2025-08-01 09:01:56
35,"{'Woman': np.float32(11.944864), 'Man': np.float32(88.05514)}",2025-08-01 09:01:57
35,"{'Woman': np.float32(11.97248), 'Man': np.float32(88.02752)}",2025-08-01 09:01:58
35,"{'Woman': np.float32(12.049315), 'Man': np.float32(87.95069)}",2025-08-01 09:01:59
35,"{'Woman': np.float32(12.105805), 'Man': np.float32(87.894196)}",2025-08-01 09:02:00
35,"{'Woman': np.float32(12.168895), 'Man': np.float32(87.8311)}",2025-08-01 09:02:01
35,"{'Woman': np.float32(12.355476), 'Man': np.float32(87.64452)}",2025-08-01 09:02:02
35,"{'Woman': np.float32(12.342927), 'Man': np.float32(87.657074)}",2025-08-01 09:02:03
29,"{'Woman': np.float32(51.98893), 'Man': np.float32(48.011074)}",2025-08-01 09:02:04
29,"{'Woman': np.float32(46.666077), 'Man': np.float32(53.333927)}",2025-08-01 09:02:05
29,"{'Woman': np.float32(49.205273), 'Man': np.float32(50.794727)}",2025-08-01 09:02:06
30,"{'Woman': np.float32(32.78372), 'Man': np.float32(67.216286)}",2025-08-01 09:02:07
27,"{'Woman': np.float32(21.744392), 'Man': np.float32(78.25561)}",2025-08-01 09:02:09
25,"{'Woman': np.float32(21.047516), 'Man': np.float32(78.95248)}",2025-08-01 09:02:09
25,"{'Woman': np.float32(23.985083), 'Man': np.float32(76.014915)}",2025-08-01 09:02:10
28,"{'Woman': np.float32(38.682808), 'Man': np.float32(61.317192)}",2025-08-01 09:02:11
26,"{'Woman': np.float32(15.797353), 'Man': np.float32(84.202644)}",2025-08-01 09:02:13
26,"{'Woman': np.float32(24.681429), 'Man': np.float32(75.318565)}",2025-08-01 09:02:13
34,"{'Woman': np.float32(10.59531), 'Man': np.float32(89.40469)}",2025-08-01 09:02:14
27,"{'Woman': np.float32(6.1228657), 'Man': np.float32(93.87713)}",2025-08-01 09:02:16
26,"{'Woman': np.float32(25.084642), 'Man': np.float32(74.91535)}",2025-08-01 09:02:16
28,"{'Woman': np.float32(4.275813), 'Man': np.float32(95.72418)}",2025-08-01 09:02:18
25,"{'Woman': np.float32(24.872355), 'Man': np.float32(75.12764)}",2025-08-01 09:02:18
30,"{'Woman': np.float32(3.2288172), 'Man': np.float32(96.77118)}",2025-08-01 09:02:19
32,"{'Woman': np.float32(6.6586313), 'Man': np.float32(93.34136)}",2025-08-01 09:02:21
27,"{'Woman': np.float32(31.988447), 'Man': np.float32(68.01156)}",2025-08-01 09:02:21
29,"{'Woman': np.float32(7.5265927), 'Man': np.float32(92.47341)}",2025-08-01 09:02:23
28,"{'Woman': np.float32(42.07361), 'Man': np.float32(57.92639)}",2025-08-01 09:02:23
28,"{'Woman': np.float32(7.010032), 'Man': np.float32(92.98996)}",2025-08-01 09:02:25
27,"{'Woman': np.float32(39.897236), 'Man': np.float32(60.10276)}",2025-08-01 09:02:25
29,"{'Woman': np.float32(6.3459716), 'Man': np.float32(93.65402)}",2025-08-01 09:02:27
28,"{'Woman': np.float32(29.026684), 'Man': np.float32(70.973305)}",2025-08-01 09:02:27
29,"{'Woman': np.float32(26.856104), 'Man': np.float32(73.143906)}",2025-08-01 09:02:28
32,"{'Woman': np.float32(5.9841895), 'Man': np.float32(94.015816)}",2025-08-01 09:02:29
28,"{'Woman': np.float32(5.6388354), 'Man': np.float32(94.36116)}",2025-08-01 09:02:30
28,"{'Woman': np.float32(3.582504), 'Man': np.float32(96.417496)}",2025-08-01 09:02:31
31,"{'Woman': np.float32(5.15042), 'Man': np.float32(94.84958)}",2025-08-01 09:02:32
28,"{'Woman': np.float32(5.523911), 'Man': np.float32(94.47609)}",2025-08-01 09:02:33
27,"{'Woman': np.float32(6.6988335), 'Man': np.float32(93.30116)}",2025-08-01 09:02:34
26,"{'Woman': np.float32(3.569112), 'Man': np.float32(96.43089)}",2025-08-01 09:02:35
28,"{'Woman': np.float32(3.4223013), 'Man': np.float32(96.577705)}",2025-08-01 09:02:36
30,"{'Woman': np.float32(3.5686097), 'Man': np.float32(96.43139)}",2025-08-01 09:02:38
32,"{'Woman': np.float32(3.7962), 'Man': np.float32(96.203804)}",2025-08-01 09:02:39
30,"{'Woman': np.float32(3.8964872), 'Man': np.float32(96.10351)}",2025-08-01 09:02:40
34,"{'Woman': np.float32(5.000469), 'Man': np.float32(94.999535)}",2025-08-01 09:02:41
29,"{'Woman': np.float32(3.64503), 'Man': np.float32(96.35497)}",2025-08-01 09:02:43
32,"{'Woman': np.float32(27.397861), 'Man': np.float32(72.60214)}",2025-08-01 09:02:43
29,"{'Woman': np.float32(4.703945), 'Man': np.float32(95.29606)}",2025-08-01 09:02:46
32,"{'Woman': np.float32(22.22206), 'Man': np.float32(77.77795)}",2025-08-01 09:02:46
32,"{'Woman': np.float32(16.824568), 'Man': np.float32(83.17543)}",2025-08-01 09:02:46
30,"{'Woman': np.float32(5.097511), 'Man': np.float32(94.90249)}",2025-08-01 09:02:48
30,"{'Woman': np.float32(22.63184), 'Man': np.float32(77.36816)}",2025-08-01 09:02:48
29,"{'Woman': np.float32(4.6087203), 'Man': np.float32(95.39128)}",2025-08-01 09:02:50
30,"{'Woman': np.float32(17.529076), 'Man': np.float32(82.47092)}",2025-08-01 09:02:50
30,"{'Woman': np.float32(5.1284647), 'Man': np.float32(94.87153)}",2025-08-01 09:02:52
33,"{'Woman': np.float32(18.795147), 'Man': np.float32(81.20485)}",2025-08-01 09:02:52
29,"{'Woman': np.float32(4.9200406), 'Man': np.float32(95.079956)}",2025-08-01 09:02:54
30,"{'Woman': np.float32(14.85198), 'Man': np.float32(85.148026)}",2025-08-01 09:02:54
29,"{'Woman': np.float32(8.831986), 'Man': np.float32(91.168015)}",2025-08-01 09:02:56
29,"{'Woman': np.float32(18.165508), 'Man': np.float32(81.83449)}",2025-08-01 09:02:56
29,"{'Woman': np.float32(7.750559), 'Man': np.float32(92.24944)}",2025-08-01 09:02:58
29,"{'Woman': np.float32(24.793356), 'Man': np.float32(75.20665)}",2025-08-01 09:02:58
29,"{'Woman': np.float32(8.864067), 'Man': np.float32(91.13594)}",2025-08-01 09:03:00
29,"{'Woman': np.float32(23.661997), 'Man': np.float32(76.338005)}",2025-08-01 09:03:00
30,"{'Woman': np.float32(6.6413403), 'Man': np.float32(93.35866)}",2025-08-01 09:03:02
30,"{'Woman': np.float32(21.557808), 'Man': np.float32(78.44219)}",2025-08-01 09:03:02
30,"{'Woman': np.float32(10.898299), 'Man': np.float32(89.1017)}",2025-08-01 09:03:03
33,"{'Woman': np.float32(9.802347), 'Man': np.float32(90.197655)}",2025-08-01 09:03:04
31,"{'Woman': np.float32(8.958041), 'Man': np.float32(91.04196)}",2025-08-01 09:03:05
29,"{'Woman': np.float32(9.833379), 'Man': np.float32(90.16662)}",2025-08-01 09:03:08
27,"{'Woman': np.float32(19.72602), 'Man': np.float32(80.27399)}",2025-08-01 09:03:08
34,"{'Woman': np.float32(42.259525), 'Man': np.float32(57.740467)}",2025-08-01 09:03:08
30,"{'Woman': np.float32(10.870485), 'Man': np.float32(89.12952)}",2025-08-01 09:03:10
33,"{'Woman': np.float32(21.186775), 'Man': np.float32(78.813225)}",2025-08-01 09:03:10
31,"{'Woman': np.float32(12.343659), 'Man': np.float32(87.656334)}",2025-08-01 09:03:13
32,"{'Woman': np.float32(26.918762), 'Man': np.float32(73.08124)}",2025-08-01 09:03:13
32,"{'Woman': np.float32(9.943647), 'Man': np.float32(90.05635)}",2025-08-01 09:03:14
33,"{'Woman': np.float32(23.45253), 'Man': np.float32(76.54747)}",2025-08-01 09:03:14
30,"{'Woman': np.float32(9.2626705), 'Man': np.float32(90.73733)}",2025-08-01 09:03:16
32,"{'Woman': np.float32(20.581135), 'Man': np.float32(79.41886)}",2025-08-01 09:03:16
28,"{'Woman': np.float32(13.492799), 'Man': np.float32(86.50721)}",2025-08-01 09:03:20
31,"{'Woman': np.float32(33.536037), 'Man': np.float32(66.46396)}",2025-08-01 09:03:20
34,"{'Woman': np.float32(37.286182), 'Man': np.float32(62.71382)}",2025-08-01 09:03:20
32,"{'Woman': np.float32(14.529054), 'Man': np.float32(85.47095)}",2025-08-01 09:03:22
33,"{'Woman': np.float32(27.711641), 'Man': np.float32(72.28836)}",2025-08-01 09:03:22
38,"{'Woman': np.float32(11.672921), 'Man': np.float32(88.32708)}",2025-08-01 09:03:24
33,"{'Woman': np.float32(42.277378), 'Man': np.float32(57.722622)}",2025-08-01 09:03:24
31,"{'Woman': np.float32(13.015439), 'Man': np.float32(86.98456)}",2025-08-01 09:03:26
34,"{'Woman': np.float32(29.994658), 'Man': np.float32(70.00535)}",2025-08-01 09:03:26
29,"{'Woman': np.float32(12.979434), 'Man': np.float32(87.02056)}",2025-08-01 09:03:28
33,"{'Woman': np.float32(23.344038), 'Man': np.float32(76.65596)}",2025-08-01 09:03:28
28,"{'Woman': np.float32(11.529728), 'Man': np.float32(88.470276)}",2025-08-01 09:03:30
31,"{'Woman': np.float32(24.51209), 'Man': np.float32(75.487915)}",2025-08-01 09:03:30
27,"{'Woman': np.float32(9.110418), 'Man': np.float32(90.88958)}",2025-08-01 09:03:32
27,"{'Woman': np.float32(21.559013), 'Man': np.float32(78.44099)}",2025-08-01 09:03:32
28,"{'Woman': np.float32(7.1896486), 'Man': np.float32(92.81035)}",2025-08-01 09:03:34
27,"{'Woman': np.float32(24.301989), 'Man': np.float32(75.698006)}",2025-08-01 09:03:34
29,"{'Woman': np.float32(11.229357), 'Man': np.float32(88.77064)}",2025-08-01 09:03:36
29,"{'Woman': np.float32(32.80617), 'Man': np.float32(67.19383)}",2025-08-01 09:03:36
36,"{'Woman': np.float32(14.382118), 'Man': np.float32(85.61788)}",2025-08-01 09:03:38
28,"{'Woman': np.float32(35.28803), 'Man': np.float32(64.711975)}",2025-08-01 09:03:38
33,"{'Woman': np.float32(14.921768), 'Man': np.float32(85.078224)}",2025-08-01 09:03:41
30,"{'Woman': np.float32(29.044136), 'Man': np.float32(70.955864)}",2025-08-01 09:03:41
33,"{'Woman': np.float32(36.021217), 'Man': np.float32(63.978786)}",2025-08-01 09:03:41
35,"{'Woman': np.float32(12.535689), 'Man': np.float32(87.46431)}",2025-08-01 09:03:44
35,"{'Woman': np.float32(38.10914), 'Man': np.float32(61.890858)}",2025-08-01 09:03:44
35,"{'Woman': np.float32(29.555979), 'Man': np.float32(70.44402)}",2025-08-01 09:03:44
39,"{'Woman': np.float32(8.215752), 'Man': np.float32(91.78425)}",2025-08-01 09:03:47
33,"{'Woman': np.float32(30.562172), 'Man': np.float32(69.43783)}",2025-08-01 09:03:47
34,"{'Woman': np.float32(36.88924), 'Man': np.float32(63.110764)}",2025-08-01 09:03:47
36,"{'Woman': np.float32(5.7043586), 'Man': np.float32(94.29564)}",2025-08-01 09:03:49
31,"{'Woman': np.float32(28.93228), 'Man': np.float32(71.06772)}",2025-08-01 09:03:49
37,"{'Woman': np.float32(7.3828406), 'Man': np.float32(92.61716)}",2025-08-01 09:03:51
30,"{'Woman': np.float32(26.434135), 'Man': np.float32(73.565865)}",2025-08-01 09:03:51
34,"{'Woman': np.float32(8.116141), 'Man': np.float32(91.883865)}",2025-08-01 09:03:53
30,"{'Woman': np.float32(28.815422), 'Man': np.float32(71.18458)}",2025-08-01 09:03:53
34,"{'Woman': np.float32(8.727088), 'Man': np.float32(91.27291)}",2025-08-01 09:03:55
32,"{'Woman': np.float32(32.049667), 'Man': np.float32(67.95033)}",2025-08-01 09:03:55
33,"{'Woman': np.float32(9.023738), 'Man': np.float32(90.976265)}",2025-08-01 09:03:57
30,"{'Woman': np.float32(37.335396), 'Man': np.float32(62.664597)}",2025-08-01 09:03:57
32,"{'Woman': np.float32(7.831254), 'Man': np.float32(92.16875)}",2025-08-01 09:03:59
28,"{'Woman': np.float32(46.97172), 'Man': np.float32(53.02828)}",2025-08-01 09:03:59
35,"{'Woman': np.float32(9.61523), 'Man': np.float32(90.384766)}",2025-08-01 09:04:01
26,"{'Woman': np.float32(43.630764), 'Man': np.float32(56.369232)}",2025-08-01 09:04:01
35,"{'Woman': np.float32(8.884129), 'Man': np.float32(91.11587)}",2025-08-01 09:04:03
26,"{'Woman': np.float32(44.969624), 'Man': np.float32(55.030376)}",2025-08-01 09:04:03
34,"{'Woman': np.float32(8.275415), 'Man': np.float32(91.72459)}",2025-08-01 09:04:05
28,"{'Woman': np.float32(45.34777), 'Man': np.float32(54.652233)}",2025-08-01 09:04:05
37,"{'Woman': np.float32(8.135674), 'Man': np.float32(91.86433)}",2025-08-01 09:04:07
25,"{'Woman': np.float32(34.743343), 'Man': np.float32(65.25665)}",2025-08-01 09:04:07
37,"{'Woman': np.float32(7.4906917), 'Man': np.float32(92.50931)}",2025-08-01 09:04:09
28,"{'Woman': np.float32(36.45961), 'Man': np.float32(63.540386)}",2025-08-01 09:04:09
36,"{'Woman': np.float32(8.06592), 'Man': np.float32(91.93408)}",2025-08-01 09:04:11
28,"{'Woman': np.float32(42.493046), 'Man': np.float32(57.50696)}",2025-08-01 09:04:11
36,"{'Woman': np.float32(7.552082), 'Man': np.float32(92.44792)}",2025-08-01 09:04:13
26,"{'Woman': np.float32(30.935066), 'Man': np.float32(69.06493)}",2025-08-01 09:04:13
37,"{'Woman': np.float32(6.9948516), 'Man': np.float32(93.00515)}",2025-08-01 09:04:15
25,"{'Woman': np.float32(27.252966), 'Man': np.float32(72.74704)}",2025-08-01 09:04:15
37,"{'Woman': np.float32(7.3304176), 'Man': np.float32(92.669586)}",2025-08-01 09:04:17
25,"{'Woman': np.float32(24.379152), 'Man': np.float32(75.62084)}",2025-08-01 09:04:17
36,"{'Woman': np.float32(8.0681305), 'Man': np.float32(91.93187)}",2025-08-01 09:04:19
26,"{'Woman': np.float32(25.648806), 'Man': np.float32(74.35119)}",2025-08-01 09:04:19
35,"{'Woman': np.float32(8.198321), 'Man': np.float32(91.80168)}",2025-08-01 09:04:21
26,"{'Woman': np.float32(30.051254), 'Man': np.float32(69.94875)}",2025-08-01 09:04:21
36,"{'Woman': np.float32(8.24034), 'Man': np.float32(91.75965)}",2025-08-01 09:04:23
26,"{'Woman': np.float32(31.597069), 'Man': np.float32(68.40293)}",2025-08-01 09:04:23
36,"{'Woman': np.float32(8.729475), 'Man': np.float32(91.27052)}",2025-08-01 09:04:25
28,"{'Woman': np.float32(36.13228), 'Man': np.float32(63.867718)}",2025-08-01 09:04:25
36,"{'Woman': np.float32(7.2979293), 'Man': np.float32(92.702065)}",2025-08-01 09:04:27
29,"{'Woman': np.float32(37.949554), 'Man': np.float32(62.05045)}",2025-08-01 09:04:27
34,"{'Woman': np.float32(7.6459527), 'Man': np.float32(92.35405)}",2025-08-01 09:04:29
28,"{'Woman': np.float32(22.408554), 'Man': np.float32(77.591446)}",2025-08-01 09:04:29
35,"{'Woman': np.float32(6.483298), 'Man': np.float32(93.5167)}",2025-08-01 09:04:31
27,"{'Woman': np.float32(23.423832), 'Man': np.float32(76.576164)}",2025-08-01 09:04:31
38,"{'Woman': np.float32(6.567625), 'Man': np.float32(93.43237)}",2025-08-01 09:04:33
27,"{'Woman': np.float32(22.536419), 'Man': np.float32(77.46357)}",2025-08-01 09:04:33
33,"{'Woman': np.float32(7.4190087), 'Man': np.float32(92.58099)}",2025-08-01 09:04:35
27,"{'Woman': np.float32(24.71532), 'Man': np.float32(75.284676)}",2025-08-01 09:04:35
36,"{'Woman': np.float32(6.9695697), 'Man': np.float32(93.03043)}",2025-08-01 09:04:37
29,"{'Woman': np.float32(30.77709), 'Man': np.float32(69.22291)}",2025-08-01 09:04:37
36,"{'Woman': np.float32(6.661622), 'Man': np.float32(93.33837)}",2025-08-01 09:04:40
27,"{'Woman': np.float32(20.718756), 'Man': np.float32(79.28124)}",2025-08-01 09:04:40
34,"{'Woman': np.float32(24.141083), 'Man': np.float32(75.85892)}",2025-08-01 09:04:40
35,"{'Woman': np.float32(7.750719), 'Man': np.float32(92.24928)}",2025-08-01 09:04:42
28,"{'Woman': np.float32(18.287159), 'Man': np.float32(81.71284)}",2025-08-01 09:04:42
39,"{'Woman': np.float32(8.654341), 'Man': np.float32(91.34566)}",2025-08-01 09:04:44
29,"{'Woman': np.float32(30.32829), 'Man': np.float32(69.67171)}",2025-08-01 09:04:44
40,"{'Woman': np.float32(8.430497), 'Man': np.float32(91.5695)}",2025-08-01 09:04:46
28,"{'Woman': np.float32(19.71203), 'Man': np.float32(80.28797)}",2025-08-01 09:04:46
38,"{'Woman': np.float32(7.254143), 'Man': np.float32(92.74586)}",2025-08-01 09:04:48
27,"{'Woman': np.float32(25.39466), 'Man': np.float32(74.60534)}",2025-08-01 09:04:48
39,"{'Woman': np.float32(7.3797994), 'Man': np.float32(92.6202)}",2025-08-01 09:04:50
29,"{'Woman': np.float32(29.58399), 'Man': np.float32(70.416)}",2025-08-01 09:04:50
37,"{'Woman': np.float32(8.189865), 'Man': np.float32(91.810135)}",2025-08-01 09:04:52
28,"{'Woman': np.float32(27.456978), 'Man': np.float32(72.54302)}",2025-08-01 09:04:52
37,"{'Woman': np.float32(7.449367), 'Man': np.float32(92.55064)}",2025-08-01 09:04:54
29,"{'Woman': np.float32(40.88724), 'Man': np.float32(59.11276)}",2025-08-01 09:04:54
36,"{'Woman': np.float32(7.592495), 'Man': np.float32(92.4075)}",2025-08-01 09:04:56
28,"{'Woman': np.float32(47.52292), 'Man': np.float32(52.47708)}",2025-08-01 09:04:56
35,"{'Woman': np.float32(7.7089615), 'Man': np.float32(92.29103)}",2025-08-01 09:04:58
26,"{'Woman': np.float32(42.640877), 'Man': np.float32(57.359123)}",2025-08-01 09:04:58
35,"{'Woman': np.float32(7.5270386), 'Man': np.float32(92.47296)}",2025-08-01 09:05:00
28,"{'Woman': np.float32(46.16956), 'Man': np.float32(53.830444)}",2025-08-01 09:05:00
34,"{'Woman': np.float32(8.75722), 'Man': np.float32(91.24278)}",2025-08-01 09:05:02
28,"{'Woman': np.float32(43.35269), 'Man': np.float32(56.6473)}",2025-08-01 09:05:02
34,"{'Woman': np.float32(8.244702), 'Man': np.float32(91.7553)}",2025-08-01 09:05:04
28,"{'Woman': np.float32(36.13052), 'Man': np.float32(63.869476)}",2025-08-01 09:05:04
36,"{'Woman': np.float32(7.6427474), 'Man': np.float32(92.357254)}",2025-08-01 09:05:06
26,"{'Woman': np.float32(34.747116), 'Man': np.float32(65.252884)}",2025-08-01 09:05:06
36,"{'Woman': np.float32(8.43506), 'Man': np.float32(91.56493)}",2025-08-01 09:05:08
28,"{'Woman': np.float32(27.928288), 'Man': np.float32(72.07172)}",2025-08-01 09:05:08
34,"{'Woman': np.float32(9.149548), 'Man': np.float32(90.85045)}",2025-08-01 09:05:10
27,"{'Woman': np.float32(25.845062), 'Man': np.float32(74.15494)}",2025-08-01 09:05:10
32,"{'Woman': np.float32(8.218227), 'Man': np.float32(91.78177)}",2025-08-01 09:05:12
26,"{'Woman': np.float32(18.905252), 'Man': np.float32(81.09475)}",2025-08-01 09:05:12
35,"{'Woman': np.float32(7.0540867), 'Man': np.float32(92.94591)}",2025-08-01 09:05:14
26,"{'Woman': np.float32(42.767822), 'Man': np.float32(57.232178)}",2025-08-01 09:05:14
34,"{'Woman': np.float32(7.801815), 'Man': np.float32(92.19819)}",2025-08-01 09:05:16
29,"{'Woman': np.float32(32.07467), 'Man': np.float32(67.92534)}",2025-08-01 09:05:16
34,"{'Woman': np.float32(7.6527395), 'Man': np.float32(92.34726)}",2025-08-01 09:05:19
26,"{'Woman': np.float32(25.941996), 'Man': np.float32(74.058)}",2025-08-01 09:05:19
35,"{'Woman': np.float32(7.5561523), 'Man': np.float32(92.44385)}",2025-08-01 09:05:21
28,"{'Woman': np.float32(24.408255), 'Man': np.float32(75.59174)}",2025-08-01 09:05:21
34,"{'Woman': np.float32(7.9748273), 'Man': np.float32(92.02517)}",2025-08-01 09:05:23
26,"{'Woman': np.float32(24.112366), 'Man': np.float32(75.88764)}",2025-08-01 09:05:23
34,"{'Woman': np.float32(8.674842), 'Man': np.float32(91.32515)}",2025-08-01 09:05:24
25,"{'Woman': np.float32(20.73985), 'Man': np.float32(79.26016)}",2025-08-01 09:05:24
32,"{'Woman': np.float32(8.003976), 'Man': np.float32(91.996025)}",2025-08-01 09:05:26
26,"{'Woman': np.float32(20.406618), 'Man': np.float32(79.593376)}",2025-08-01 09:05:26
33,"{'Woman': np.float32(7.986877), 'Man': np.float32(92.01312)}",2025-08-01 09:05:28
25,"{'Woman': np.float32(24.327831), 'Man': np.float32(75.672165)}",2025-08-01 09:05:28
34,"{'Woman': np.float32(8.429471), 'Man': np.float32(91.57053)}",2025-08-01 09:05:31
26,"{'Woman': np.float32(34.327663), 'Man': np.float32(65.67233)}",2025-08-01 09:05:31
36,"{'Woman': np.float32(6.860669), 'Man': np.float32(93.139336)}",2025-08-01 09:05:33
27,"{'Woman': np.float32(50.04077), 'Man': np.float32(49.95923)}",2025-08-01 09:05:33
34,"{'Woman': np.float32(7.6279244), 'Man': np.float32(92.372086)}",2025-08-01 09:05:35
26,"{'Woman': np.float32(32.251064), 'Man': np.float32(67.74894)}",2025-08-01 09:05:35
35,"{'Woman': np.float32(7.5174036), 'Man': np.float32(92.4826)}",2025-08-01 09:05:37
27,"{'Woman': np.float32(37.90822), 'Man': np.float32(62.091785)}",2025-08-01 09:05:37
35,"{'Woman': np.float32(7.835415), 'Man': np.float32(92.16459)}",2025-08-01 09:05:39
27,"{'Woman': np.float32(31.67599), 'Man': np.float32(68.32401)}",2025-08-01 09:05:39
34,"{'Woman': np.float32(9.593105), 'Man': np.float32(90.40689)}",2025-08-01 09:05:41
